Ticker,Security Type,Exchange,Country,Sector,Current Price,Shares Outstanding,Market Cap,Net Income,EPS,P/E Ratio (TTM),BVPS,P/B Ratio,Earnings Growth,Revenue Growth,Dividend Yield,Gross Margin,Profit Margin,Debt to Equity,Free Cash Flow,Current Ratio,Quick Ratio,ROE,ROA
0496.hk,EQUITY,HKG,China,Consumer Cyclical,0.44,1836541352.0,835626304.0,58302000.0,0.03,14.666667,2.159,0.20379806,-0.445,0.195,,0.37643,0.052600004,16.94,180572992.0,2.273,0.157,0.020179998,0.01746
0497.hk,EQUITY,HKG,Hong Kong,Real Estate,0.18,12893705532.0,2320867072.0,-1691528960.0,-0.37,,2.602,0.06917756,,-0.699,,0.03023,0.0,79.363,-857050880.0,1.504,0.355,-0.13332,-0.0049900003
0498.hk,EQUITY,HKG,Hong Kong,Industrials,0.16,1040946114.0,174878944.0,-177376000.0,-0.17,,0.793,0.20176545,,-0.286,,0.16443,0.0,11.586,-70138000.0,0.754,0.298,-0.20337,-0.03078
0499.hk,EQUITY,HKG,Hong Kong,Technology,0.102,998553360.0,101852440.0,-29954000.0,-0.03,,0.272,0.37499997,,-0.073,,0.53472,-0.27155,107.458,-49843752.0,0.539,0.486,-0.09522,-0.00649
0500.hk,EQUITY,HKG,Hong Kong,Industrials,0.078,2403385881.0,187464096.0,-112157000.0,-0.05,,0.11,0.70909095,,-0.17,,0.11545,-0.16294001,47.023,-37540248.0,1.405,1.151,-0.24062,-0.03171
0505.hk,EQUITY,HKG,Hong Kong,Basic Materials,1.02,865177173.0,882480704.0,206408000.0,0.25,4.08,2.629,0.38798022,-0.239,0.221,,0.08018,0.02333,79.981,111500376.0,1.351,0.517,0.09458999,0.029040001
0506.hk,EQUITY,HKG,Hong Kong,Consumer Defensive,4.22,2797223396.0,11888199680.0,873148032.0,0.34,12.411764,2.364,1.7851099,0.022,0.083,3.93,0.39576,0.03892,0.772,3143295744.0,1.004,0.744,0.14102,0.06827
0508.hk,EQUITY,HKG,Hong Kong,Financial Services,0.42,850678301.0,357284864.0,-138195008.0,-0.17,,1.251,0.3357314,,-0.859,,0.28129,-0.49407002,95.943,156463872.0,1.728,0.323,-0.12231,0.0028400002
0509.hk,EQUITY,HKG,Hong Kong,Basic Materials,0.17,0.0,19469746.0,-90876000.0,-1.94,,7.026,0.024195844,,0.114,,-0.20684999,-0.27579,382.957,-444301760.0,0.368,0.043,-0.53797,-0.05159
0510.hk,EQUITY,HKG,Hong Kong,Financial Services,0.55,412892779.0,227091024.0,-28919000.0,-0.07,,0.447,1.2304251,,0.074,,0.82372004,-0.68328005,46.691,,1.374,1.167,-0.13705,-0.03669
0511.hk,EQUITY,HKG,Hong Kong,Communication Services,3.3,466961836.0,1564322176.0,-455715008.0,-0.99,,4.65,0.7096774,,-0.01,,0.40803,-0.14052,112.122,,1.841,1.103,-0.21228,0.01028
0512.hk,EQUITY,HKG,Hong Kong,Healthcare,8.65,3501809648.0,30675851264.0,2079448960.0,0.59,14.661017,4.899,1.7656664,-0.248,0.01,3.01,0.57644004,0.17766,26.688,309464000.0,1.199,0.987,0.12367,0.04773
0513.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.145,683118258.0,102467736.0,-259112000.0,-0.38,,2.287,0.06340183,,0.601,,0.18923001,-0.4423,58.09,185798496.0,0.596,0.125,-0.18218,-0.0066799996
0515.hk,EQUITY,HKG,Hong Kong,Technology,0.173,285567614.0,49403196.0,-52879000.0,-0.28,,0.27,0.6407407,,-0.902,,0.057210002,-1.3108299,,,0.163,0.089,-85.777596,-0.02945
0517.hk,EQUITY,HKG,Hong Kong,Industrials,6.11,1465971429.0,9015725056.0,808393024.0,0.55,11.109091,5.546,1.101695,0.256,0.103,8.92,0.24492,0.21226999,0.174,252759008.0,5.231,5.052,0.09747,0.0183
0518.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.199,451067557.0,89762440.0,-9931000.0,-0.02,,0.869,0.22899884,,0.239,2.51,0.18260999,-0.014830001,20.182,-49776500.0,2.688,1.409,-0.028989999,-0.01916
0519.hk,EQUITY,HKG,Hong Kong,Real Estate,0.249,3055105739.0,760721344.0,9046000.0,0.0,,0.259,0.96138996,,-0.024,,0.44622,0.25363,22.63,343606016.0,1.041,0.373,0.00914,-0.00863
0520.hk,EQUITY,HKG,China,Consumer Cyclical,0.86,1050836121.0,945752576.0,-211940000.0,-0.22,,0.637,1.3500785,,-0.189,9.47,0.21114999,-0.04907,155.47,412660256.0,0.904,0.663,-0.23727,-0.01926
0521.hk,EQUITY,HKG,Hong Kong,Basic Materials,0.249,11399996101.0,2838599168.0,465870016.0,0.04,6.225,0.307,0.81107485,1.336,0.073,,0.048270002,0.01154,164.309,-1068985472.0,1.117,0.333,0.10005,0.0126600005
0522.hk,EQUITY,HKG,Singapore,Technology,77.9,416439433.0,33356797952.0,-50638000.0,0.59,132.0339,39.175,1.9885131,,0.095,0.42,0.38264,-0.00373,28.361,,,,,
0524.hk,EQUITY,HKG,Hong Kong,Communication Services,0.3,196927500.0,59078252.0,-21729000.0,-0.11,,-0.03,-10.000001,,0.332,,0.05862,-0.23252001,,-11333500.0,0.289,0.277,-3.9946702,-0.11279
0525.hk,EQUITY,HKG,China,Industrials,2.23,1431300000.0,22391619584.0,1307207552.0,0.2,11.15,3.979,0.5604423,0.172,0.022,3.43,0.050040003,0.0462,5.673,2027225600.0,1.63,1.527,0.04717,0.02099
0526.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.084,8844020391.0,742897728.0,35690000.0,0.0,,0.281,0.2989324,0.729,-0.055,,0.22474001,0.01329,32.502,210763632.0,1.737,1.296,0.01464,0.055320002
0527.hk,EQUITY,HKG,Hong Kong,Utilities,0.79,1714719143.0,1354628096.0,-131225000.0,-0.09,,-0.093,-8.494624,,0.057,,0.28868,-0.37914002,3891.48,-774876096.0,0.802,0.661,-1.26637,0.00071000005
0528.hk,EQUITY,HKG,China,Consumer Cyclical,1.18,616447250.0,727407680.0,-237894000.0,-0.42,,2.048,0.5761718,,0.124,4.24,-0.03358,-0.087740004,78.253,375423616.0,1.271,0.712,-0.1656,-0.046830002
0529.hk,EQUITY,HKG,Hong Kong,Technology,2.1,277966666.0,583729920.0,194244000.0,0.7,3.0,13.224,0.15880217,1.739,0.111,0.95,0.0846,0.020580001,72.883,91716248.0,1.073,0.727,0.06428,0.02226
0532.hk,EQUITY,HKG,Hong Kong,Technology,0.34,729897964.0,255464288.0,-117114000.0,-0.16,,1.898,0.17913593,,0.088,,0.22508,-0.03253,50.738,154876496.0,1.569,1.154,-0.065510005,-0.0064
0533.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.96,973844035.0,944628672.0,30904000.0,0.03,32.0,4.552,0.2108963,,-0.193,1.04,0.56399,0.02802,1.321,42847376.0,6.112,3.452,0.00703,0.0053100004
0535.hk,EQUITY,HKG,Hong Kong,Real Estate,0.18,16613686827.0,3040304896.0,-3399843072.0,-0.22,,1.012,0.17786562,,0.968,0.36,0.0719,-0.2076,108.236,-582030400.0,1.137,0.302,-0.1325,0.00145
0536.hk,EQUITY,HKG,Hong Kong,Technology,1.04,794634000.0,826419328.0,83038000.0,0.1,10.4,0.465,2.2365592,0.027,-0.013,9.71,0.43122002,0.33753,0.323,55995248.0,3.134,3.004,0.22543,0.0794
0538.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.95,1091538820.0,1036961856.0,11165000.0,0.01,95.0,2.624,0.36204267,,0.059,6.74,0.48264998,0.00632,20.953,241276880.0,3.457,3.09,0.00495,0.00561
0540.hk,EQUITY,HKG,China,Consumer Cyclical,0.14,600000000.0,84000000.0,14246000.0,0.02,7.0,0.148,0.9459459,-0.504,-0.441,,0.1284,0.02657,5.653,45576500.0,2.002,1.259,0.1742,0.06334
0542.hk,EQUITY,HKG,Hong Kong,Real Estate,0.17,1530930808.0,260258240.0,-167790000.0,-0.11,,-0.131,-1.29771,,1.641,,0.4061,-0.70412004,,229027504.0,0.718,0.022,,0.0062599997
0543.hk,EQUITY,HKG,China,Communication Services,0.34,1135437667.0,386048832.0,25034000.0,0.02,17.0,0.561,0.6060606,,-0.013,14.25,0.38362,0.03964,0.149,28343124.0,2.526,2.479,0.038510002,0.01454
0544.hk,EQUITY,HKG,Hong Kong,Industrials,2.05,34813247.0,71367160.0,-57394000.0,-0.8,,-2.053,-0.99853873,,-0.386,,0.0507,-0.3351,,109275872.0,0.273,0.268,,-0.06353
0546.hk,EQUITY,HKG,China,Basic Materials,8.21,2507096037.0,21210032128.0,3062865920.0,1.33,6.172932,7.827,1.0489331,0.73,0.044,5.94,0.20909001,0.10804,68.773,12481625.0,1.437,0.728,0.16482,0.0552
0547.hk,EQUITY,HKG,Hong Kong,Communication Services,0.29,7979248625.0,2353878272.0,-279088992.0,-0.03,,0.055,5.272727,,0.572,,0.22873,-0.35898,132.519,-94297376.0,1.17,0.536,-0.66247004,-0.10929
0548.hk,EQUITY,HKG,China,Industrials,7.47,747500000.0,25486168064.0,1241321088.0,0.49,15.244897,9.213,0.81081074,-0.254,0.013,3.58,0.28435,0.13156,99.776,-566797248.0,0.838,0.647,0.043569997,0.01863
0551.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,15.6,1604430486.0,25029115904.0,339473984.0,1.83,8.5245905,2.766,5.639913,,-0.05,8.33,0.23286,0.041789997,23.555,,,,,
0552.hk,EQUITY,HKG,China,Communication Services,4.8,2391420240.0,33314150400.0,3610592000.0,0.57,8.421053,6.708,0.71556354,0.002,0.034,4.96,0.11387,0.023670001,4.254,,1.167,0.977,0.08134,0.011510001
0553.hk,EQUITY,HKG,China,Technology,4.89,242000000.0,9834242048.0,-179642816.0,-0.21,,3.309,1.4777879,,-0.105,,0.14694999,-0.07555,0.243,89369424.0,2.098,1.594,-0.038310003,-0.030299999
0554.hk,EQUITY,HKG,Hong Kong,Industrials,0.27,4308743078.0,1163360640.0,-268736992.0,-0.07,,0.213,1.2676057,,3.731,5.56,0.27091,-0.04255,580.787,884227520.0,0.779,0.501,-0.26443002,0.00928
0556.hk,EQUITY,HKG,Hong Kong,Industrials,0.395,990000000.0,391050016.0,15578000.0,0.02,19.750002,1.183,0.3338969,-0.275,-0.018,,0.13508001,0.06245,0.04,33515750.0,9.815,9.814,0.01306,0.0053
0557.hk,EQUITY,HKG,Hong Kong,Healthcare,0.78,398980000.0,314740896.0,-31697000.0,-0.08,,0.486,1.6049381,,-0.432,,0.94348997,-1.55225,23.653,11170875.0,3.262,1.055,-0.18540001,-0.02069
0558.hk,EQUITY,HKG,Hong Kong,Industrials,3.52,1364391500.0,4898165248.0,350094016.0,0.26,13.538462,1.459,2.4126115,-0.274,0.048,2.56,0.2742,0.060100004,53.897,-750815360.0,1.618,1.128,0.09912,0.028989999
0559.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.101,523184390.0,52841624.0,33614000.0,0.06,1.6833334,0.937,0.10779083,,0.141,,0.46325,0.98754,4.344,1887500.0,9.925,9.783,0.07275,-0.007900001
0560.hk,EQUITY,HKG,Hong Kong,Industrials,0.78,1121166885.0,874510080.0,76574000.0,0.07,11.142857,2.841,0.27455118,-0.603,-0.053,6.41,0.06768,0.028970001,22.353,27656876.0,1.289,1.274,0.024349999,0.0069199996
0563.hk,EQUITY,HKG,Hong Kong,Real Estate,0.335,4780415189.0,1601439104.0,-591764992.0,-0.12,,2.71,0.12361624,,-0.387,7.24,0.1577,-0.05243,99.333,-984905728.0,1.315,0.282,-0.03856,0.014579999
0564.hk,EQUITY,HKG,China,Industrials,21.2,243234200.0,45203156992.0,4520119808.0,2.8,7.571429,13.272,1.5973479,0.288,0.211,5.76,0.23200001,0.113199994,28.824,67540984.0,1.717,1.229,0.19403,0.064959995
0565.hk,EQUITY,HKG,Hong Kong,Real Estate,1.52,2688805163.0,4194536192.0,47865000.0,0.02,76.0,0.013,116.92307,,,,0.63816,0.51566005,1436.06,32236376.0,0.411,0.304,3.6598802,0.01746
0567.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.086,1613287570.0,138742736.0,-21126000.0,-0.01,,0.045,1.9111111,,-0.675,,0.19254999,-0.39788,2.779,-5415375.0,1.8,1.01,-0.25402,-0.09714
0568.hk,EQUITY,HKG,China,Energy,4.21,256126400.0,6092035072.0,-103664848.0,-0.27,,0.624,6.7467947,,-0.008,,0.073070005,-0.06705,282.526,-746360064.0,0.952,0.631,-0.21070999,0.00337
0570.hk,EQUITY,HKG,Hong Kong,Healthcare,2.35,5035801000.0,11884489728.0,-264830000.0,-0.06,,4.111,0.57163703,,-0.11,0.15,0.47664002,-0.01699,15.379,3051094272.0,2.008,1.476,-0.014099999,0.00987
0571.hk,EQUITY,HKG,Hong Kong,Communication Services,0.05,1755876866.0,91305600.0,-12800000.0,-0.01,,0.038,1.3157896,,-0.371,,0.48293,-0.01642,2471.325,,0.952,0.56,-0.3489,-0.02773
0572.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.52,301507892.0,156784112.0,18108000.0,0.06,8.666667,2.961,0.17561634,0.108,1.469,,0.53791,0.15201999,80.528,25178124.0,1.032,0.736,0.02199,-0.00562
0573.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.33,1014348000.0,334734848.0,-93780000.0,-0.09,,1.088,0.3033088,,-0.113,19.35,0.04724,-0.041139998,39.696,168172368.0,0.976,0.529,-0.07782,-0.02585
300484.sz,EQUITY,SHZ,China,Industrials,20.46,207163900.0,4296579072.0,54081088.0,0.26,78.69231,3.26,6.2760735,0.214,0.3,0.78,0.35604998,0.114829995,2.69,-639117.0,3.018,2.367,0.07817,0.04091
300485.sz,EQUITY,SHZ,China,Healthcare,13.35,481666400.0,6430246400.0,81204624.0,0.17,78.52941,7.077,1.8863926,-0.339,0.035,0.24,0.65364,0.20188999,0.582,-24005644.0,21.796,20.86,0.02177,0.00161
300486.sz,EQUITY,SHZ,China,Industrials,21.32,477148936.0,10468646912.0,-171920208.0,-0.42,,3.513,6.0688868,,0.32,,0.047989998,-0.18031,26.183,-132740400.0,1.641,1.241,-0.11455,-0.02665
300487.sz,EQUITY,SHZ,China,Basic Materials,54.37,507665589.0,28398813184.0,842542912.0,1.65,32.951515,8.25,6.590303,0.054,0.149,1.65,0.52545,0.32459,11.837,685935744.0,2.951,2.152,0.21396999,0.09354
300488.sz,EQUITY,SHZ,China,Industrials,32.6,173146892.0,5715578880.0,146789680.0,0.88,37.045452,10.021,3.253168,0.141,0.171,1.75,0.43375,0.21435,25.61,386622368.0,7.582,6.57,0.09172,0.04379
300489.sz,EQUITY,SHZ,China,Basic Materials,41.57,137672835.0,5778128896.0,28567890.0,0.21,197.9524,4.601,9.034992,,0.106,,0.2726,0.01471,236.88,-5614216.0,0.814,0.2,0.0687,0.03131
300490.sz,EQUITY,SHZ,China,Industrials,12.14,398670674.0,4839862272.0,-440245600.0,-1.12,,5.621,2.159758,,1.27,,0.13485,-0.21776,51.764,199465504.0,1.079,0.5,-0.19268999,-0.02944
300491.sz,EQUITY,SHZ,China,Industrials,26.74,175269149.0,4776084480.0,23480682.0,0.14,191.0,6.715,3.9821293,6.833,0.405,0.25,0.24832001,0.01622,19.629,-20054562.0,1.59,1.191,0.020350002,0.00909
300492.sz,EQUITY,SHZ,China,Industrials,68.13,196681058.0,13399879680.0,172682752.0,0.62,109.88709,2.045,33.3154,-0.269,0.184,0.27,0.54796004,0.05454,199.657,411858560.0,1.108,1.04,0.45354998,0.06504
300493.sz,EQUITY,SHZ,China,Technology,19.42,512575047.0,9954207744.0,45313456.0,0.09,215.77777,2.271,8.551299,0.469,0.043,0.18,0.086739995,0.01607,14.832,49487956.0,2.002,1.618,0.03957,0.01571
300494.sz,EQUITY,SHZ,China,Communication Services,12.22,490510076.0,6062704640.0,-232256960.0,-0.47,,2.952,4.1395664,,-0.024,0.26,0.18702999,-0.19018,0.263,45248656.0,9.5,8.842,-0.14774999,0.01919
300496.sz,EQUITY,SHZ,China,Technology,63.0,460394994.0,29718497280.0,484532544.0,1.05,60.000004,21.911,2.8752682,0.481,0.429,0.29,0.3233,0.07086,1.237,-793018816.0,2.756,2.014,0.04715,0.01091
300497.sz,EQUITY,SHZ,China,Healthcare,18.86,538648934.0,10158919680.0,-272777120.0,-0.51,,3.989,4.728002,,-0.135,,0.05124,-0.28112,79.419,-199223504.0,1.145,0.826,-0.12247,-0.02497
300498.sz,EQUITY,SHZ,China,Consumer Defensive,18.06,6653927141.0,122166099968.0,8053784064.0,1.19,15.17647,6.592,2.7396843,-0.615,-0.098,2.77,0.1454,0.07682,45.181,1264007168.0,1.152,0.289,0.18811001,0.062810004
300499.sz,EQUITY,SHZ,China,Industrials,26.44,305248564.0,8351600640.0,1561999.0,0.01,2644.0,4.535,5.8302097,,1.151,,0.24667999,0.0017,0.743,-9675112.0,1.86,0.925,-0.0013600001,-0.010299999
300500.sz,EQUITY,SHZ,China,Industrials,14.56,173974869.0,2533074176.0,-38721364.0,-0.22,,6.411,2.2710967,,0.019,1.03,0.3857,-0.043,31.678,154531408.0,1.369,1.312,-0.04521,-0.01028
300501.sz,EQUITY,SHZ,China,Consumer Cyclical,17.34,193537975.0,3355948288.0,43533236.0,0.23,75.391304,9.095,1.9065421,0.04,-0.04,3.11,0.22239,0.03822,47.165,-122289344.0,2.619,2.036,0.027420001,0.0099599995
300502.sz,EQUITY,SHZ,China,Technology,310.58,993972352.0,323885858816.0,7518833152.0,7.58,40.973614,14.636,21.220278,2.03,1.525,0.1,0.47015998,0.37554002,0.109,1862347136.0,2.463,1.409,0.69594,0.32926998
300503.sz,EQUITY,SHZ,China,Industrials,27.71,308226785.0,8830697472.0,123642968.0,0.41,67.585365,4.361,6.354047,1.35,0.249,0.19,0.34824002,0.08343001,68.606,-245715520.0,1.44,0.928,0.097040005,0.02684
300504.sz,EQUITY,SHZ,China,Technology,14.35,271024580.0,3889202688.0,-120135408.0,-0.44,,7.824,1.8341002,,-0.208,1.4,0.042090002,-0.09233,1.03,155718256.0,5.32,3.6,-0.055180002,-0.03684
300505.sz,EQUITY,SHZ,China,Basic Materials,24.72,274867523.0,6984384000.0,370021568.0,1.35,18.31111,10.06,2.4572563,1.896,0.27,1.21,0.17262,0.09701,23.14,16492050.0,2.212,1.21,0.14542,0.07412
300506.sz,EQUITY,SHZ,China,Industrials,5.05,695596569.0,3728397824.0,-210176544.0,-0.3,,-0.024,-210.41667,,2.217,,-0.1174,-1.7227901,,-43788764.0,0.735,0.685,-4.49997,-0.1487
300507.sz,EQUITY,SHZ,China,Consumer Cyclical,8.99,800646907.0,7502061568.0,113794944.0,0.14,64.21429,2.645,3.3988657,-0.326,0.868,0.66,0.16384001,0.045739997,17.709,-129065120.0,2.081,1.484,0.0706,0.022880001
300508.sz,EQUITY,SHZ,China,Industrials,34.46,108795330.0,3827419648.0,87059944.0,0.79,43.62025,7.778,4.4304447,0.089,0.28,0.55,0.54876,0.16791001,7.725,51365432.0,2.839,2.581,0.10859,0.04381
300509.sz,EQUITY,SHZ,China,Industrials,10.98,296400000.0,3254471936.0,97516424.0,0.33,33.272724,2.083,5.271243,3.318,0.184,1.37,0.23926,0.08165,53.105,186148848.0,1.223,0.545,0.14840001,0.02197
300510.sz,EQUITY,SHZ,China,Industrials,4.74,824690700.0,3933774592.0,-386900576.0,-0.47,,2.688,1.7633928,,-0.209,,0.083620004,-0.39083,15.402,239337184.0,2.005,1.384,-0.16248,-0.0464
300511.sz,EQUITY,SHZ,China,Consumer Defensive,7.48,640847016.0,4806352896.0,-515609312.0,-1.02,,2.323,3.2199743,,-0.063,,0.05114,-0.27926,100.965,337287296.0,0.403,0.109,-0.39308998,-0.01625
300512.sz,EQUITY,SHZ,China,Industrials,10.13,409237375.0,4145574656.0,34271724.0,0.09,112.55555,4.026,2.516145,1.83,0.262,0.59,0.22561,0.030199999,13.407,90286672.0,1.971,0.84,0.0227,0.0019
300513.sz,EQUITY,SHZ,China,Technology,10.46,313691155.0,3359632128.0,-1028376448.0,-3.28,,4.207,2.4863324,20.116,-0.003,0.39,-0.25501,-1.08112,49.431,176131344.0,1.173,0.721,-0.54556,-0.087290004
300514.sz,EQUITY,SHZ,China,Technology,14.68,200000000.0,2950000128.0,114083376.0,0.57,25.754387,5.283,2.7787242,-0.703,-0.349,2.04,0.38792,0.1479,0.494,156882368.0,1.928,1.585,0.11079001,0.04713
300515.sz,EQUITY,SHZ,China,Technology,20.74,205754500.0,4294096384.0,180326176.0,0.9,23.044445,4.297,4.8266234,0.497,0.19,1.45,0.53016996,0.27002,,159014432.0,2.057,1.483,0.22205,0.09408
300516.sz,EQUITY,SHZ,China,Technology,39.32,180000000.0,7077599744.0,32573460.0,0.18,218.44443,7.216,5.4490023,2.637,0.719,0.18,0.2801,0.052989997,0.067,58678344.0,2.532,2.029,0.0253,0.0039399997
300517.sz,EQUITY,SHZ,China,Industrials,12.55,200412598.0,2515177984.0,-3053228.0,-0.01,,5.219,2.4046752,,-0.493,0.97,0.15170999,-0.01013,14.848,162719424.0,5.223,4.911,-0.0029199999,-0.01095
300518.sz,EQUITY,SHZ,China,Communication Services,16.57,199411576.0,3344132096.0,-259992848.0,-1.31,,3.77,4.3952255,,-0.556,,0.10844,-1.5752001,1.551,52463560.0,5.133,4.615,-0.25933,-0.026670001
300519.sz,EQUITY,SHZ,China,Healthcare,16.99,160000000.0,2718400000.0,57943816.0,0.35,48.54286,5.175,3.2830915,0.007,-0.076,1.77,0.3671,0.22540002,,33036630.0,13.41,12.308,0.07041,0.02623
300520.sz,EQUITY,SHZ,China,Technology,37.64,292031018.0,11266555904.0,-80422832.0,-0.28,,6.064,6.2071238,,-0.238,,0.35057998,-0.04877,43.208,169514512.0,1.298,0.878,-0.05895,-0.0023
300521.sz,EQUITY,SHZ,China,Industrials,30.65,149730000.0,4671576064.0,-13274839.0,-0.09,,3.53,8.682719,,0.037,0.13,0.3461,-0.070879996,0.038,-66332356.0,4.32,2.275,-0.02626,-0.0075700004
300522.sz,EQUITY,SHZ,China,Basic Materials,13.34,322451507.0,4324074496.0,5137200.0,0.02,667.0,2.494,5.3488374,-0.607,0.048,0.3,0.22570999,0.00723,23.98,-68478384.0,2.041,1.494,-0.0025,0.0032600001
300523.sz,EQUITY,SHZ,China,Technology,24.82,232637638.0,5774066176.0,-312423456.0,-1.34,,4.542,5.4645534,,-0.592,,0.24463,-0.25656,71.51,57166212.0,1.301,1.11,-0.21268,-0.041789997
300525.sz,EQUITY,SHZ,China,Technology,13.26,758453478.0,10132938752.0,274850144.0,0.37,35.837837,3.351,3.9570277,-0.336,-0.16,1.21,0.67106,0.13428001,17.179,128393072.0,2.888,2.559,0.11698,0.053590003
300527.sz,EQUITY,SHZ,China,Industrials,8.45,1016770372.0,8591709184.0,11615573.0,0.01,845.0,2.863,2.9514496,-0.836,-0.388,0.03,0.19007,0.01127,,22368226.0,3.518,2.926,0.00425,-0.00454
300528.sz,EQUITY,SHZ,China,Communication Services,23.25,372608054.0,8663137280.0,-126483568.0,-0.34,,1.418,16.396334,,0.144,,0.11021,-0.17611,183.555,161705744.0,1.55,0.865,-0.21264,-0.028350001
300529.sz,EQUITY,SHZ,China,Healthcare,20.75,798605275.0,16587032576.0,481791488.0,0.65,31.923079,4.429,4.6850305,-0.725,-0.398,3.86,0.7902,0.23643999,41.752,381846496.0,4.255,3.687,0.14199,0.06644
300530.sz,EQUITY,SHZ,China,Basic Materials,33.93,171951354.0,5879016960.0,-365264288.0,-2.12,,0.312,108.75,,0.063,,-0.36735,-2.8983,612.413,-311429120.0,0.76,0.38,-3.52148,-0.07169
300531.sz,EQUITY,SHZ,China,Technology,17.96,321078965.0,5814739456.0,-83448208.0,-0.25,,4.435,4.0496054,1.825,0.403,0.28,0.22895001,-0.05707,34.498,-51353492.0,2.538,1.92,-0.05738,0.010140001
300532.sz,EQUITY,SHZ,China,Technology,12.35,453324086.0,5639351808.0,225494032.0,0.5,24.7,4.117,2.999757,0.195,-0.238,2.43,0.23829001,0.11066,2.251,419875680.0,1.576,1.066,0.12757,0.032309998
300533.sz,EQUITY,SHZ,China,Communication Services,35.82,234461970.0,8653990912.0,721597568.0,3.09,11.592234,7.557,4.739976,2.46,-0.203,2.79,0.93648005,0.26912,2.427,374854912.0,2.332,2.268,0.52806,0.16621
300534.sz,EQUITY,SHZ,China,Healthcare,10.85,303345000.0,3291293184.0,27832112.0,0.09,120.55556,2.275,4.769231,,-0.346,0.37,0.65989995,0.03043,17.31,-177230480.0,1.601,1.138,0.06311,0.04066
300535.sz,EQUITY,SHZ,China,Basic Materials,21.38,104801463.0,2240655104.0,-14987989.0,-0.14,,9.026,2.3687124,,0.024,0.41,0.37702,-0.020179998,30.484,-18704856.0,1.472,0.83,-0.028570002,0.027660001
300536.sz,EQUITY,SHZ,China,Industrials,8.79,293288133.0,2601465600.0,-101008136.0,-0.34,,1.527,5.7563853,,1.692,,0.15961,-0.58927,4.626,46914608.0,1.613,1.569,-0.19752,-0.094390005
300537.sz,EQUITY,SHZ,China,Basic Materials,22.5,207806521.0,4746300928.0,-59300608.0,-0.3,,4.345,5.178366,,-0.088,,0.34892,-0.123500004,17.889,88305656.0,1.905,1.637,-0.06755,0.01012
300538.sz,EQUITY,SHZ,China,Basic Materials,16.6,181918573.0,3043497728.0,-94445104.0,-0.52,,5.323,3.1185422,0.58,0.067,0.26,0.04415,-0.02843,66.918,-38595048.0,1.351,0.837,-0.09122,-0.00546
300539.sz,EQUITY,SHZ,China,Industrials,44.78,268100662.0,12359440384.0,51252048.0,0.23,194.69565,4.334,10.332256,0.246,0.191,0.3,0.19561,0.05652,28.882,-110480744.0,1.997,1.541,0.062340003,0.02491
300540.sz,EQUITY,SHZ,China,Industrials,18.69,229559110.0,4290459904.0,68611664.0,0.26,71.88462,4.809,3.886463,-0.986,-0.25,0.19,0.24009001,0.08282,12.498,103191312.0,1.612,0.985,0.06237,0.01498
300541.sz,EQUITY,SHZ,China,Technology,15.13,430044492.0,6644187136.0,91869696.0,0.21,72.04762,4.006,3.7768347,-0.09,0.86,0.12,0.15187,0.030869998,50.735,-518025056.0,1.847,0.729,0.05407,0.031570002
300542.sz,EQUITY,SHZ,China,Technology,18.09,298559899.0,5400948736.0,-86402008.0,-0.29,,1.813,9.977938,,-0.233,0.06,0.14848,-0.06497,56.589,116660304.0,1.429,0.994,-0.14819999,0.00275
300543.sz,EQUITY,SHZ,China,Industrials,11.65,306371334.0,3569225728.0,35941408.0,0.12,97.083336,4.786,2.4341831,-0.744,-0.074,0.86,0.16194999,0.021930002,3.984,-119185000.0,2.113,1.383,0.028889999,0.01086
300545.sz,EQUITY,SHZ,China,Industrials,31.0,185461376.0,5879125504.0,144575008.0,0.78,39.74359,11.514,2.6923745,-0.725,-0.103,0.65,0.30056,0.10905,9.729,-62144836.0,2.445,1.684,0.072569996,0.03644
300546.sz,EQUITY,SHZ,China,Industrials,24.05,186632691.0,4619159040.0,36791136.0,0.2,120.24999,6.024,3.9923637,1.066,0.06,0.19,0.42224997,0.06454,2.493,82722768.0,3.87,3.123,0.03338,0.008
300547.sz,EQUITY,SHZ,China,Consumer Cyclical,36.76,216906174.0,7973470720.0,192210048.0,0.89,41.30337,5.91,6.219966,-0.219,0.216,1.89,0.22891001,0.1302,,-9518821.0,4.005,2.847,0.15666,0.085760005
300548.sz,EQUITY,SHZ,China,Industrials,91.5,291107978.0,27806633984.0,284540704.0,0.97,94.329895,6.429,14.232385,2.585,0.233,0.09,0.37523997,0.12331,14.834,328080672.0,3.228,2.618,0.21308,0.09559
